Title,Article,Category
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/mbappe-named-france-captain-griezmann-named-as-his-deputy-report-1679397068732"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'Mbappe%20named%20France%20captain%2C%20Griezmann%20named%20as%20his%20deputy%3A%20Report)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">Mbappe named France captain, Griezmann named as his deputy: Report</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/mbappe-named-france-captain-griezmann-named-as-his-deputy-report-1679397068732""><span class=""short"">short</span></a> by <span class=""author"">Aditya Nair</span> / 
      <span class=""time"" content=""2023-03-21T11:11:08.000Z"" itemprop=""datePublished"">04:41 pm</span> on <span clas=""date"">21 Mar 2023,Tuesday</span>
</div>
</div>","<div itemprop=""articleBody"">Paris Saint-Germain forward Kylian Mbappe has reportedly been named France captain to succeed now-retired goalkeeper Hugo Lloris. Mbappe has played 66 matches for France and was a mainstay in the team's 2018 and 2022 World Cup squads. Meanwhile, Atletico Madrid attacker Antoine Griezmann has reportedly been named vice-captain after Manchester United centre-back Raphael Varane retired. </div>",Sports
"ODI World Cup 2023 Likely To Start On 5th October, Final Set to Take Place in Ahmedabad- Report", A total of 12 venues have been shortlisted for cricket's biggest stage.,Sports
"LIVE Updates | DC vs UP, WPL 2023 Score:  Kapp-Capsey Key For DC in Run-Chase"," Live DC-W vs UP-W, WPL 2023 Score:  Kapp-Capsey Key For DC in Run-Chase. Stay tuned to this space for the latest live score updates of Royal Challengers Bangalore vs Mumbai Indians' Women's Premier League 2023 match. Check LIVE streaming details.",Sports
"World Championships: Nikhat, Nitu and Manisha Enter Quarters"," Nikhat, the defending champion, outpunched Mexican pugilist Fatima Herrera comfortably and won by unanimous decision in the 50kg pre-quarterfinals bout at the Indira Gandhi Sports Complex here.",Sports
Erling Haaland To Miss Norway's Euro 2024 Qualifiers With Groin Injury," Striker Erling Haaland has pulled out of the Norway squad for their Euro 2024 qualifiers matches against Spain and Georgia after sustaining a groin injury, the country's football association said on Tuesday.",Sports
IPL 2023: Star-Studded Panel Of Commentators Announced," Star Sports, the official television broadcaster of the IPL 2023, on Tuesday announced a star-studded panel of commentators that features some of the most decorated players to have graced the 22 yards.",Sports
Virat Kohli Should Stop Playing T20Is: Shoaib Akhtar," As per the former Pakistan international, he thinks that the shortest format of the game drains a lot of energy from someone like Kohli, who is always involved and an excited character on the field.",Sports
I Will Request PM Modi To Let Cricket Happen Between IND & PAK: Shahid Afridi," The ex Pakistan international, who participated in the Legends League Cricket with Asia Lions told that he will request PM Modi to let cricket happen between the two countries.",Sports
"RCB-W vs MI-W Dream11 Team Prediction, WPL 2023: All You Need to Know"," Royal Challengers Bangalore Women vs Mumbai Indians Women Dream11 Team Prediction Royal Challengers Bangalore Women vs Mumbai Indians Women WPL 2023 Match No. 19 Preview - Check My Dream11 Team, Best players list of RCB-W vs MI-W, Royal Challengers Bangalore Women Dream11 Team Player List, Mumbai Indians Bangalore Women Dream11 Team Player List, Dream11 Guru Tips, Fantasy Cricket Tips, Fantasy Cricket Tips, Fantasy Playing Tips.",Sports
HOR vs BEV Dream11 Team Prediction: All You Need To Know," Here is the European Cricket League T10 Dream11 Team Prediction     Dream11 Guru Tips Prediction and HOR vs BEV Dream11 Team Prediction, HOR vs BEV Fantasy Cricket Prediction, HOR vs BEV Playing 11s European Cricket League T10, Fantasy Cricket Prediction Hornchurch vs Beveren CC CC, Fantasy Playing Tips     European Cricket League T10.",Sports
LIVE Updates | AB De Villiers-Virat Kohli Interview: Kohli Admits Test Cricket is 'Ultimate', LIVE Updates | AB De Villiers-Virat Kohli Interview: AB De Villiers will be interviewing Virat Kohli at 12.30 pm IST today. Check LIVE Streaming.,Sports
'MS Dhoni Was The Quickest Runner Between Wickets After...' - KING Kohli ADMITS," Claiming that MS Dhoni was the quickest runner between the wickets, Kohli also said that is after AB De Villiers.",Sports
Not Starc or Zampa; Kohli Picks THIS Legend as Bowler to Bowl For His Life," Virat Kohli revealed the bowler he would pick to bowl for his life would be former South African pacer, Dale Steyn.",Sports
"MS Dhoni to Meet Virat Kohli, Rohit Sharma Today, Expected to Attend Chepauk ODI - Report", Ind vs Aus: Dhoni's presence will surely motivate the Indian team ahead of the series' decider.,Sports
"MS Dhoni to Meet Virat Kohli, Rohit Sharma Today, Expected to Attend Chepauk ODI - Report", Ind vs Aus: Dhoni's presence will surely motivate the Indian team ahead of the series' decider.,Sports
"MS Dhoni to Meet Virat Kohli, Rohit Sharma Today, Expected to Attend Chepauk ODI - Report", Ind vs Aus: Dhoni's presence will surely motivate the Indian team ahead of the series' decider.,Sports
"MS Dhoni to Meet Virat Kohli, Rohit Sharma Today, Expected to Attend Chepauk ODI - Report", Ind vs Aus: Dhoni's presence will surely motivate the Indian team ahead of the series' decider.,Sports
"MS Dhoni to Meet Virat Kohli, Rohit Sharma Today, Expected to Attend Chepauk ODI - Report", Ind vs Aus: Dhoni's presence will surely motivate the Indian team ahead of the series' decider.,Sports
"WPL 2023: Harmanpreet Breaks 7-Match Toss Losing Streak, Mandhana's Reaction Breaks The Internet. WATCH",,Sports
'Narrowed Down Core Team To 17-18 Players For 2023 ODI World Cup': Rahul Dravid,,Sports
"Greg Chappell Promised To Make Me Captain. 2 Months Later, I Was Dropped: Virender Sehwag Makes Explosive Claim",,Sports
IND vs AUS 3rd ODI Live Streaming: When And Where To Watch Series Decider,,Sports
IND vs AUS: Virat Kohli Explains How His 28th Test Ton Brought Back His Excitement Towards Cricket,,Sports
"Cheteshwar Pujara Is The Worst Runner Between The Wickets, MS Dhoni The Best: Virat Kohli",,Sports
Lionel Messi Gets Mobbed Outside Italian Restaurant By Argentina Fans; Video Goes Viral,,Sports
Venkatesh Prasad Breaks Silence On His Constant Criticism Of KL Rahul,,Sports
Which Player Can Win Man Of The Tournament In IPL 2023: ChatGPT's Shortlist Features Virat Kohli,,Sports
Rajasthan Royals Uses Jaipur Ground Staff To Unveil Their Official IPL 2023 Jerseys,,Sports
Shoaib Akhtar Reveals How Virat Kohli Can Beat Sachin Tendulkar's Tally Of 100 International Tons,,Sports
Manipur Gears Up To Host Maiden International Football Match,,Sports
'A Lot Of Legendary Cricketers Would've Failed Yo-Yo Test During My Time': Virender Sehwag,,Sports
WPL 2023: Mithali Raj Comes Out In Support Of Gujarat Giants After Elimination,,Sports
Shahid Afridi Requests PM Modi To Restore India-Pakistan Cricketing Ties,,Sports
Wasim Akram Lists Reasons Which Make Pakistan Favourite To Lift 2023 World Cup In India,,Sports
Rani Rampal Becomes First Woman Hockey Star To Get Stadium Named After Her,,Sports
"IPL 2023: Sunil Gavaskar Headlines Star-Studded Commentary Panel Of Official Broadcasters; No Bhogle, Shastri In List",,Sports
Shahid Afridi Claims 'An Indian Threatened Pakistan Team' Amid Asia Cup Saga,,Sports
North India Feels Massive Jolt As 7.7 Magnitude Earthquake Strikes Afghanistan,,Sports
Amritpal Singh Shifted From Car To Motorcycle To Hoodwink Cops. Police Release Images Of Khalistani Leader,,Sports
‘Broken Barriers’: US Bullish On Jet Engine Tech-Sharing With India ,,Sports
"Greg Chappell Promised To Make Me Captain. 2 Months Later, I Was Dropped: Virender Sehwag Makes Explosive Claim",,Sports
Centre 'Stopping' Delhi Budget An Attack On Constitution: CM Kejriwal In Assembly,,Sports
Scientists Identify Giant Eagle That Fed On Kangaroos And Koalas Lakhs Of Years Ago,,Sports
"Unseasonal Rain Lashes Mumbai, Brings Down Temperatures. Netizens 'Welcome' Downpour",,Sports
Video Of 'Chinkara' Being Feasted Upon Leads To Protests In Rajasthan's Jodhpur,,Sports
Huge Blow For Punjab Kings! Jonny Bairstow Likely To Miss IPL 2023,,Sports
Bengaluru: Hindu Outfit Demands Ban On Halal Meat During Ugadi Festival,,Sports
"Women's Premier League: Mumbai Indians beat Royal Challengers Bangalore by four wickets
","In Women's Premier League Cricket, Mumbai Indians (MI)  defeated Royal Challengers Bangalore (RCB) by 4 wickets at the  Dr DY Patil Sports Academy, Navi Mumbai .",Sports
"Indian boxers Nikhat Zareen, Nitu Ghanghas and Manisha Moun storm into quarterfinals of Women's World C'ships
","Indian boxers Nikhat Zareen, Nitu Ghanghas and Manisha Moun have stormed into the quarterfinals of the Women's World Championships in New Delhi. ",Sports
"Around 8000 talented sports persons being trained in 34 sports disciplines on residential and non-residential basis, says Union Minister Anurag Singh Thakur
",Government has said that sportspersons preparing for participation in international sports events are continuously assisted for their training and competitive exposures within the country and abroad.,Sports
"ISSF World Cup Shooting Championship inaugurated at Bhopal in Madhya Pradesh
","The International Shooting Sports Federation- ISSF World Cup Shooting Championship was inaugurated on Tuesday in Bhopal, the capital of Madhya Pradesh.",Sports
"2023 Swiss Open badminton tournament begins in Basel, Switzerland
","The 2023 Swiss Open badminton tournament started in Basel, Switzerland on Tuesday. ",Sports
"Asian Kho Kho : Indian women's team to play against Malaysia & men's team take on Iran
","On the 2nd day of the Asian Kho Kho event being held at Tamulpur in Assam, the host India will be in action in both men and women categories.",Sports
"Lovlina Borgohain and Sakshi Choudhary advance to quarter-finals of Women’s World Boxing C'ships
","In Boxing, Lovlina Borgohain and Sakshi Choudhary have advanced to the quarter-finals of Women’s World Boxing Championships at the Indira Gandhi Sports Complex in New Delhi today.",Sports
"Nepalese Wicketkeeper-batsman Aasif Sheikh declared winner of 2022 CMJ Spirit of Cricket Award
",Nepalese Wicketkeeper-batsman Aasif Sheikh has been declared the winner of the 2022 Christopher Martin-Jenkins Spirit of Cricket Award.,Sports
"Women's Premier League : UP Warriorz beat Gujarat Giants by 3 wickets 
","In Women's Premier League Cricket, UP  Warriorz, (UPW) defeated Gujarat Giants (GG) at the Brabourne Stadium in Mumbai.",Sports
"4th Asian Kho Kho Championship for Men and Women begins in Assam
",The 4th Asian Kho Kho Championship for Men and Women has begun today in Baksa district of Assam. ,Sports
"Sports Ministry's Mission Olympic Cell approves Neeraj Chopra's proposal to train at Gloria Sports Arena, Turkey
","Sports Ministry's Mission Olympic Cell has approved Olympic Gold Medallist Neeraj Chopra's proposal to train at Gloria Sports Arena, Turkey for a period of 61 days.",Sports
"ISSF World Cup Shooting Championship to begin today at Bhopal in Madhya Pradesh
","International Shooting Sports Federation- ISSF World Cup Shooting Championship is organised in Bhopal, Madhya Pradesh from today to 27 March.",Sports
"IBA Women's World Boxing Championships: Sakshi Chaudhary to face Kazakhstan's Urakbayeva Zhazira in 50-52 kg category
","In IBA Womens World Boxing Championships 2023, being played in New Delhi,  India's Sakshi Chaudhary will face Kazakhstan's Urakbayeva Zhazira in 50-52 kg category at 02 PM today.",Sports
"Asian Kho Kho Championship for Men and Women starts in Baksa district of Assam
",The 4th Asian Kho Kho Championship for Men and Women will begin today in Baksa district of Assam. The event will conclude on the 23rd of this month.,Sports
"Australia defeat India by 10 wickets in 2nd ODI at Vishakhapatnam; Level 3-match series 1-1
","In Cricket, Australia defeated India in the second One Day International by 10 wickets at Vishakhapatnam. Put to bat first, Indian batsmen were all out for 117 in just 26 overs. ",Sports
"Boxing stars Nikhat Zareen and Manisha Maun enter pre-quarterfinals in Women's World Championships in New Delhi
",Boxing star Nikhat Zareen has stormed into the pre-quarterfinals of the Women's World Championships in New Delhi. Nikhat blew away Algeria's Boualam Roumaysa to secure the pre-quarters berth in the 50kg event.,Sports
"4th Asian Kho Kho Championship for Men and Women to begin at Baksa district in Assam on Monday
",The 4th Asian Kho Kho Championship for Men and Women will begin at Baksa district in Assam tomorrow. The event will conclude on the 23rd of this month. Chief Minister Himanta Biswa Sarma and officials of the Kho Kho Federation will take part in the inaugural program tomorrow.,Sports
"Tennis: India's Rohan Bopanna and  Matthew Ebden of Australia win Men's Doubles title at Indian Wells Masters in California, US
","In Tennis, Indian Rohan Bopanna and Matthew Ebden of Australia have won the Indian Wells doubles title in California, United States. The unseeded team of Bopanna and Ebden defeated top-seeded pair of Dutch players Wesley Koolhof and Neal Skupski from Great Britain 6-3, 2-6, 10-8.",Sports
"2 Indian boxers to be in action at World Women’s Boxing Championship at Indira Gandhi Sports Complex in New Delhi 
","Two Indian boxers will be in action today at the World Women’s Boxing Championship at the Indira Gandhi Sports Complex in New Delhi. Nikhat Zareen, in the 48-50 kg category, will face Boualam Roumaysa of Algeria while Manisha will take on Rahimi Tina of Australia in the 54-57 category for their roun",Sports
"WPL: RCB defeated Gujarat Giants by 8 wickets in Mumbai
","In Women's Premier League Cricket, Royal Challengers Bangalore defeated Gujarat Giants by eight wickets at the Brabourne Stadium in Mumbai last night. Chasing a target of 189 runs set by Gujarat, Bangalore made 189 with 4.3 overs to spare losing two wickets. Electing to bat first, Gujarat made 1",Sports
"WPL: Gujarat Giants set target of 189 runs for Royal Challengers Bangalore in Mumbai
",Gujarat Giants on Saturday set a target of 189 runs for Royal Challengers Bangalore in the Women's Premier League Cricket match at the Brabourne Stadium in Mumbai. Gujarat Giants made 188 runs for 4 in stipulated 20 overs.,Sports
"WPL: UP Warriorz beat Mumbai Indians by 5 wickets in Navi Mumbai
","In Women's Premier League Cricket, UP Warriorz won by five wickets, defeating Mumbai Indians today at Dr DY Patil Sports Academy in Navi Mumbai.",Sports
title,article,category
"

ICC names 5 best matches of World Test Championship 2021-23


short by Anmol Sharma / 
      04:55 pm on 23 Mar 2023,Thursday

","The ICC has named five best matches of World Test Championship 2021-23 cycle. It named New Zealand-Sri Lanka Test in Christchurch earlier this month as the most memorable. New Zealand beat Sri Lanka on the last ball of the match. Other Tests included Pakistan-England (Rawalpindi, 2022), Sri Lanka-Pakistan (Galle, 2022), England-India (Birmingham, 2022) and India-New Zealand (Kanpur, 2021).",Sports
"

Bangladesh win an international match by 10 wickets for the first time in history


short by Anmol Sharma / 
      07:50 pm on 23 Mar 2023,Thursday

","Bangladesh defeated Ireland by 10 wickets in the third ODI to clinch the three-match series 2-0. It is the first time in international cricket that Bangladesh have won a match by 10 wickets. Bangladesh chased down a 102-run target in 13.1 overs, their third-highest win by run rate among all their successful run chases in ODIs.",Sports
"

Which 4 Indian boxers have reached gold-medal bouts at Women's World Boxing C'ships?


short by Anmol Sharma / 
      10:48 pm on 23 Mar 2023,Thursday

",Four Indian boxers have reached the finals of the Women's World Boxing Championships 2023. Nitu Ghanghas will face Mongolia's Lutsaikhan Altantsetseg in the final of the 45-48kg category. Nikhat Zareen will face Vietnam's Nguyen Thi Tam in the 50kg category final. Lovlina Borgohain and Saweety Boora have also reached finals in their respective categories.,Sports
"

Virat Kohli sports new look for IPL 2023, shares pic


short by Anmol Sharma / 
      10:58 pm on 23 Mar 2023,Thursday

","Former Team India captain Virat Kohli took to Instagram to share a picture of his new look for IPL 2023, which will begin on March 31. Kohli got the new look from celebrity hairstylist Aalim Hakim, who can also be seen in the picture. ""King Kohli as usual slaying like a hero,"" a social media user commented.",Sports
"

Asia Cup likely to be held in Pak, India's matches may be held in another country: Report


short by Anmol Sharma / 
      10:58 pm on 23 Mar 2023,Thursday

","Asia Cup 2023 is likely to be held in Pakistan with another overseas venue to host India's matches, ESPNcricinfo reported. The overseas venue is not confirmed yet, the report added. UAE, Oman, Sri Lanka and even England are potential contenders to host five matches including at least two India-Pakistan contests, ESPNcricinfo further said.",Sports
"

It can't be your standards: Gavaskar on Jadeja screaming at Siraj for dropping catch


short by Anmol Sharma / 
      10:46 am on 23 Mar 2023,Thursday

","After Ravindra Jadeja screamed at Mohammed Siraj for dropping a catch during the third ODI against Australia, Sunil Gavaskar said, ""It can't be your standards, Ravindra. Your standards are sky high."" Talking about Siraj's attempt, Gavaskar said, ""This was a tough one...It was not an easy catch at all. But he started late and therefore he had to dive.""",Sports
"

How do the ODI team rankings look after India's first home series defeat in 4 years?


short by Anmol Sharma / 
      02:59 pm on 23 Mar 2023,Thursday

","The ICC released the latest ODI team rankings following India's first home series defeat in four years at the hands of Australia. India are now ranked second, while Australia are on top of the rankings. Pakistan are ranked fifth, while Bangladesh and Sri Lanka are ranked seventh and eighth, respectively. New Zealand are ranked third.",Sports
"

What does Sanju need to do to be in squad: Tharoor after Suryakumar's 3 golden ducks


short by Anmol Sharma / 
      04:46 pm on 23 Mar 2023,Thursday

","Congress MP Shashi Tharoor questioned Sanju Samson's non-selection in India's ODI squad. ""Now that poor Suryakumar Yadav...set...unenviable world record with his three [straight] golden ducks...Is it unreasonable to ask why Sanju...averaging 66 in ODIs despite batting at an unfamiliar position for him at 6, wasn't in the squad?"" he tweeted. ""What does he need to do?"" he asked.",Sports
"

I was poisoned with mercury at peak of my career: Ex-Pakistan batter Imran Nazir


short by Anmol Sharma / 
      10:53 pm on 23 Mar 2023,Thursday

","Former Pakistan batter Imran Nazir has claimed that he was poisoned with mercury at the peak of his career. He added, ""I suffered for almost six to seven years. But even then, I prayed to God, 'Please don’t make me bedridden'. And thankfully, that never happened."" He added that Shahid Afridi helped him with his treatment.",Sports
"

Realised we wanted different things: Gisele on divorce from Brady


short by Amartya Sharma / 
      11:22 am on 23 Mar 2023,Thursday

","Model Gisele Bundchen opened up about her divorce from her husband and former NFL athlete Tom Brady. ""As time goes by, we [realised] that we...wanted different things...now we have a choice to make,"" she stated. Gisele added, ""That doesn't mean you don't love the person."" The duo, who tied the knot in 2009, ended their marriage in 2022.",Sports
"

Chota Pathaan: SRK on Irfan Pathan's son dancing to 'Jhoome...'


short by Kameshwari / 
      10:26 am on 23 Mar 2023,Thursday

","Cricketer Irfan Pathan on Wednesday shared a video of his son dancing to Shah Rukh Khan's song 'Jhoome Jo Pathaan' from his latest hit 'Pathaan'. Irfan tweeted, ""Khansaab, please add one more cutest fan in your list."" In response to the tweet, SRK called Irfan's son ""Chota Pathaan"" and wrote, ""He has turned out to be more talented than you.""",Sports
"

No planning in chip shot: Kaif on Kohli's dismissal in 3rd ODI


short by Bhuvnesh Ojha / 
      04:26 pm on 23 Mar 2023,Thursday

","Talking about Virat Kohli's dismissal in the third ODI against Australia in Chennai, former India cricketer Mohammad Kaif said there was ""no planning"" in the ""chip shot"" the former played which got him out. ""You cannot play a half-hearted shot. When the ball becomes soft, the ball doesn't travel,"" Kaif said. Kohli scored 54 runs in the match. ",Sports
"

It was very strange and ugly: Messi on Ronaldinho's Barca exit


short by Arnab Mukherji  / 
      06:30 pm on 23 Mar 2023,Thursday

","Lionel Messi said Brazilian legend Ronaldinho's departure from Barcelona in 2008 was ""ugly"" and ""very strange"". ""He didn't deserve that after everything he did for Barcelona...I wish I could have spent a couple more years with him,"" added Messi. Ronaldinho provided the assist for Messi's first-ever senior goal for Barcelona. Ronaldinho scored 94 goals in 207 matches for Barcelona.",Sports
"

Focus on scoring in IPL: Gavaskar to Surya after golden ducks


short by Athira Sasidharan / 
      08:30 pm on 23 Mar 2023,Thursday

","Sunil Gavaskar urged Suryakumar Yadav to put behind the disappointment in the ODIs against Australia and focus on scoring runs in IPL 2023. ""Once he gets runs in...IPL, he'll come back confident for the next ODI,"" Gavaskar added. Suryakumar became the first cricketer in history to record three straight golden ducks in an ODI series during the ODIs against Australia.",Sports
"

Went through bad phase for 1st time: Ronaldo on 2nd Man Utd stint


short by Arnab Mukherji  / 
      10:00 am on 23 Mar 2023,Thursday

","Al Nassr forward Cristiano Ronaldo said he experienced a bad phase in his career probably for the first time during his second stint at Manchester United. ""When we are at the top of the mountain, we often don't see what's below...I understood who my real friends are...[during that bad phase],"" added Ronaldo. ""I feel...I am a better man,"" he stated.",Sports
"

You can't have captain who's there for 1 match: Gavaskar on Rohit


short by Arnab Mukherji  / 
      10:42 am on 23 Mar 2023,Thursday

","Ex-India captain Sunil Gavaskar said India captain Rohit Sharma needs to play every game, adding that the Indian team can't have a captain who plays one match and is not available for the rest. Rohit missed the opening match of the ODI series against Australia. ""When it comes to the World Cup, you can't have a family commitment,"" stated Gavaskar.",Sports
"

Change in India's batting order still beyond understanding: Zaheer


short by Arnab Mukherji  / 
      05:30 pm on 23 Mar 2023,Thursday

","Ex-India pacer Zaheer Khan said the change in India's batting order during the third ODI against Australia is still beyond his understanding. ""Sometimes you have to be proactive. It was like changing things unnecessarily...The whole change in the batting order post Virat Kohli is something that needs to be looked at again, especially in crucial matches,"" added Zaheer.",Sports
"

Ronaldo a bigger team player than Messi, won more titles: Van Gaal


short by Arnab Mukherji  / 
      09:19 am on 23 Mar 2023,Thursday

","Ex-Manchester United and Netherlands manager Louis van Gaal said Cristiano Ronaldo has won more titles than Lionel Messi, adding that the former is a bigger team player than the latter. ""You have to play as a team,"" he stated. Van Gaal had earlier stated that Messi doesn't have a role to play when Argentina don't have the ball.",Sports
"

If you have faith, then show it: Aakash on Surya batting at no. 7


short by Arnab Mukherji  / 
      03:18 pm on 23 Mar 2023,Thursday

","Cricketer-turned-commentator Aakash Chopra said the decision to send Suryakumar Yadav at number seven position in third ODI against Australia was beyond his understanding. ""If you're saying you have faith...then show it,"" he added. Reacting to Suryakumar batting at number seven, ex-India batter Ajay Jadeja stated, ""You can't save anyone. If you try to save someone...cricket will...kill you more.""",Sports
"

Warner will return as opener for Australia at some stage: Marsh


short by Bhuvnesh Ojha / 
      07:14 pm on 23 Mar 2023,Thursday

","Australia all-rounder Mitchell Marsh, who opened the batting for Australia in the three ODIs against India, said he is ""sure"" David Warner will return as opener ""at some stage"". Warner missed the first two games due to an injury. ""Warner [has] been an incredible player...for a long time and one of the best ODI openers ever,"" Marsh said.",Sports
"

He has been dragged deep: Harsha on Suryakumar's golden ducks


short by Arnab Mukherji  / 
      11:43 am on 23 Mar 2023,Thursday

","Reacting to Suryakumar Yadav becoming the first cricketer to record three straight golden ducks in an ODI series during the ODIs against Australia, commentator Harsha Bhogle tweeted, ""This game...tests its players by dragging them deep."" ""In the space of four months, Suryakumar's seen it all. That is why it's said: How you rise...is a measure of who you're,"" added Harsha.",Sports
"

India shouldn't forget Aus series defeat because of IPL: Gavaskar


short by Bhuvnesh Ojha / 
      03:23 pm on 23 Mar 2023,Thursday

","Discussing India's 1-2 loss in the ODI series against Australia, ex-India captain Sunil Gavaskar said, ""That is something they will have to look at. But of course, now...IPL starts. This shouldn't be forgotten."" ""India sometimes make the mistake of forgetting [such losses]...We may face Australia...in World Cup 2023,"" added Gavaskar. India lost an international series at home after four years.",Sports
"

Gill has smart cricketing brain, can lead GT in future: Solanki


short by Athira Sasidharan / 
      04:39 pm on 23 Mar 2023,Thursday

","Shubman Gill has ""very smart cricketing brain"" and can emerge as leader of the Gujarat Titans (GT) in the future, GT team director Vikram Solanki said. ""Shubman is a leader in his own right for the simple fact that he takes on a lot of responsibility,"" Solanki added. Gill scored 483 runs in 16 matches for GT in IPL 2022.",Sports
"

SKY fine example of some players being protected: Sivaramakrishnan


short by Arnab Mukherji  / 
      07:30 pm on 23 Mar 2023,Thursday

","Ex-India spinner Laxman Sivaramakrishnan took to Twitter to state that Suryakumar Yadav is a great example of only certain players being protected, following Suryakumar's three consecutive golden ducks in ODIs against Australia. ""If...[being innovative] is the only way you play, you will get found out,"" added Sivaramakrishnan. ""You cannot pick a player based on T20s across formats,"" he stated.",Sports
"

I don’t deserve it: Zampa on winning Player of the Match award


short by Arnab Mukherji  / 
      11:11 am on 23 Mar 2023,Thursday

","Australian spinner Adam Zampa said he did not deserve to be named as the Player of the Match for the third ODI against India, where he picked four wickets while conceding 45 runs. ""Ashton Agar changed the game,"" added Zampa. Zampa accounted for the dismissals of Shubman Gill, KL Rahul, Hardik Pandya and Ravindra Jadeja in the third ODI.",Sports
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/i-dont-deserve-it-zampa-on-winning-player-of-the-match-award-1679550108514"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'I%20don%E2%80%99t%20deserve%20it%3A%20Zampa%20on%20winning%20Player%20of%20the%20Match%20award)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">I don’t deserve it: Zampa on winning Player of the Match award</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/i-dont-deserve-it-zampa-on-winning-player-of-the-match-award-1679550108514""><span class=""short"">short</span></a> by <span class=""author"">Arnab Mukherji </span> / 
      <span class=""time"" content=""2023-03-23T05:41:48.000Z"" itemprop=""datePublished"">11:11 am</span> on <span clas=""date"">23 Mar 2023,Thursday</span>
</div>
</div>","<div itemprop=""articleBody"">Australian spinner Adam Zampa said he did not deserve to be named as the Player of the Match for the third ODI against India, where he picked four wickets while conceding 45 runs. ""Ashton Agar changed the game,"" added Zampa. Zampa accounted for the dismissals of Shubman Gill, KL Rahul, Hardik Pandya and Ravindra Jadeja in the third ODI.</div>",Sports
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/i-dont-deserve-it-zampa-on-winning-player-of-the-match-award-1679550108514"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': 'I%20don%E2%80%99t%20deserve%20it%3A%20Zampa%20on%20winning%20Player%20of%20the%20Match%20award)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">I don’t deserve it: Zampa on winning Player of the Match award</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/i-dont-deserve-it-zampa-on-winning-player-of-the-match-award-1679550108514""><span class=""short"">short</span></a> by <span class=""author"">Arnab Mukherji </span> / 
      <span class=""time"" content=""2023-03-23T05:41:48.000Z"" itemprop=""datePublished"">11:11 am</span> on <span clas=""date"">23 Mar 2023,Thursday</span>
</div>
</div>","<div itemprop=""articleBody"">Australian spinner Adam Zampa said he did not deserve to be named as the Player of the Match for the third ODI against India, where he picked four wickets while conceding 45 runs. ""Ashton Agar changed the game,"" added Zampa. Zampa accounted for the dismissals of Shubman Gill, KL Rahul, Hardik Pandya and Ravindra Jadeja in the third ODI.</div>",Sports
"Women's World Boxing C'ships: Nikhat, Lovlina, Nitu, Saweety Enter Finals", Two-time Asian champion Nguyen Thi Tam of Vietnam now stands in front of Nikhat Zareen and her second World Championship gold.,Sports
"Pakistan To Host 2023 Asia Cup, Neutral Venue For IND Vs PAK Ties: Report"," UAE, Oman, Sri Lanka and England are the overseas contenders to host the high-profile India vs Pakistan games in 2023 Asia Cup.",Sports
"There   s Lot Of Room To Get To My Best, Says Virat Kohli Ahead Of IPL 2023", Virat Kohli has scored five centuries across formats for India since the 2022 Asia Cup. He will be seen in RCB colours in IPL 2023.,Sports
"Ravi Shastri Wants BCCI, Cricketers To Discuss Workload Management Before IPL 2023", India batter Shreyas Iyer became the latest entrant in BCCI's injury list ahead of the ODI World Cup later this year. Jasprit Bumrah is already out of action since September 2022.,Sports
Virat Kohli Or Faf Du Plessis? Ex-IND Star Picks Favourite To Shine At RCB In IPL 2023," Former RCB skipper Virat Kohli has been in his top form at the international level scoring five tons (3 in ODIs, 1 in T20Is and Test each) for India.",Sports
Shahid Afridi Urges BCCI To Talk With PCB On Resumption Of Cricketing Ties, The last time both teams played in a bilateral series was in 2012 when Pakistan toured India in 2012.,Sports
"KKR IPL 2023 Schedule: Detailed Fixture, Date, Time, Venue, Full Squad", Kolkata Knight Riders will open their IPL 2023 campaign against Punjab Kings on April 1 in Mohali. Get KKR's detailed schedule.,Sports
"SRH IPL 2023 Schedule: Detailed Fixture, Date, Time, Venue, Full Squad", Sunrisers Hyderabad will open their IPL 2023 campaign against Rajasthan Royals on April 2. Get SRH's detailed IPL 2023 fixture.,Sports
"Mumbai Indians (MI) IPL 2023 Schedule: Detailed Fixture, Date, Time, Venue, Full Squad", Mumbai Indians will open their IPL 2023 campaign against Royal Challengers Bangalore on April 2. Get MI' detailed IPL 2023 fixture.,Sports
